country_name,region,year,avg_gini,im_ratio,ed_ratio,avg_gini_period,avg_im_period,interp_avg_gini,interp_im_ratio,interp_ed_ratio,interp_unemployment,interp_immig,interp_wage_ratio,avg_ed_period,party_abbreviation,party_english,party_native,partyfacts_id,partyvote,electorate,totalvote,validvote,nuts2,gdp
France,alsace,2012,0.308,1.31,0.658,0.3015,1.209,0.308,1.31,0.658,0.411,0.139,1.13,0.6574,OTHER LEFT,other left,divers gauche,126.0,4855.0,1268103.0,692945.0,682324.0,FRF1,54603.03
France,alsace,2012,0.308,1.31,0.658,0.3015,1.209,0.308,1.31,0.658,0.411,0.139,1.13,0.6574,OTHER RIGHT,other right,divers droite,1776.0,28134.0,1268103.0,692945.0,682324.0,FRF1,54603.03
France,alsace,2012,0.308,1.31,0.658,0.3015,1.209,0.308,1.31,0.658,0.411,0.139,1.13,0.6574,PRG,Radical Party of the Left,Parti radical de gauche,1783.0,0.0,1268103.0,692945.0,682324.0,FRF1,54603.03
France,alsace,2012,0.308,1.31,0.658,0.3015,1.209,0.308,1.31,0.658,0.411,0.139,1.13,0.6574,PRV,Radical [Socialist] Party,Parti radical [socialiste],14.0,0.0,1268103.0,692945.0,682324.0,FRF1,54603.03
France,alsace,2012,0.308,1.31,0.658,0.3015,1.209,0.308,1.31,0.658,0.411,0.139,1.13,0.6574,PS,Socialist Party,Parti socialiste,1478.0,115654.0,1268103.0,692945.0,682324.0,FRF1,54603.03
France,alsace,2012,0.308,1.31,0.658,0.3015,1.209,0.308,1.31,0.658,0.411,0.139,1.13,0.6574,REG,,,2536.0,4457.0,1268103.0,692945.0,682324.0,FRF1,54603.03
France,alsace,2012,0.308,1.31,0.658,0.3015,1.209,0.308,1.31,0.658,0.411,0.139,1.13,0.6574,UMP,,,1595.0,266667.0,1268103.0,692945.0,682324.0,FRF1,54603.03
France,alsace,2012,0.308,1.31,0.658,0.3015,1.209,0.308,1.31,0.658,0.411,0.139,1.13,0.6574,VEC,Europe Ecology - The Greens,Europe Ecologie - Les Verts,5650.0,54200.0,1268103.0,692945.0,682324.0,FRF1,54603.03
France,alsace,2017,0.285,1.2,0.673,0.29875,1.2074999999999998,0.285,1.2,0.673,0.419,0.143,1.21,0.66,DIV,other,other,1898.0,14036.0,1293448.0,603097.0,591393.0,FRF1,60087.65
France,alsace,2017,0.285,1.2,0.673,0.29875,1.2074999999999998,0.285,1.2,0.673,0.419,0.143,1.21,0.66,DLF,,,3207.0,7911.0,1293448.0,603097.0,591393.0,FRF1,60087.65
France,alsace,2017,0.285,1.2,0.673,0.29875,1.2074999999999998,0.285,1.2,0.673,0.419,0.143,1.21,0.66,ECO,Ecology Today,Aujour'hui l'Ecologie,5953.0,32304.0,1293448.0,603097.0,591393.0,FRF1,60087.65
France,alsace,2017,0.285,1.2,0.673,0.29875,1.2074999999999998,0.285,1.2,0.673,0.419,0.143,1.21,0.66,FI,Unbowed France,La France Insoumise,5858.0,45069.0,1293448.0,603097.0,591393.0,FRF1,60087.65
France,alsace,2017,0.285,1.2,0.673,0.29875,1.2074999999999998,0.285,1.2,0.673,0.419,0.143,1.21,0.66,FN,National Front / National Rally,Front National / Rassemblement national,433.0,77395.0,1293448.0,603097.0,591393.0,FRF1,60087.65
France,alsace,2017,0.285,1.2,0.673,0.29875,1.2074999999999998,0.285,1.2,0.673,0.419,0.143,1.21,0.66,LR,Union for a Popular Movement,Union pour un mouvement populaire,8168.0,133177.0,1293448.0,603097.0,591393.0,FRF1,60087.65
France,alsace,2017,0.285,1.2,0.673,0.29875,1.2074999999999998,0.285,1.2,0.673,0.419,0.143,1.21,0.66,MDM,,,,13695.0,1293448.0,603097.0,591393.0,FRF1,60087.65
France,alsace,2017,0.285,1.2,0.673,0.29875,1.2074999999999998,0.285,1.2,0.673,0.419,0.143,1.21,0.66,OTHER,,,,7171.0,1293448.0,603097.0,591393.0,FRF1,60087.65
France,alsace,2017,0.285,1.2,0.673,0.29875,1.2074999999999998,0.285,1.2,0.673,0.419,0.143,1.21,0.66,OTHER LEFT,other left,divers gauche,126.0,118.0,1293448.0,603097.0,591393.0,FRF1,60087.65
France,alsace,2017,0.285,1.2,0.673,0.29875,1.2074999999999998,0.285,1.2,0.673,0.419,0.143,1.21,0.66,OTHER RIGHT,other right,divers droite,1776.0,20000.0,1293448.0,603097.0,591393.0,FRF1,60087.65
France,alsace,2017,0.285,1.2,0.673,0.29875,1.2074999999999998,0.285,1.2,0.673,0.419,0.143,1.21,0.66,PCF,French Communist Party,Parti communiste francaise,1251.0,3800.0,1293448.0,603097.0,591393.0,FRF1,60087.65
France,alsace,2017,0.285,1.2,0.673,0.29875,1.2074999999999998,0.285,1.2,0.673,0.419,0.143,1.21,0.66,PS,Socialist Party,Parti socialiste,1478.0,13954.0,1293448.0,603097.0,591393.0,FRF1,60087.65
France,alsace,2017,0.285,1.2,0.673,0.29875,1.2074999999999998,0.285,1.2,0.673,0.419,0.143,1.21,0.66,REG,,,2536.0,41110.0,1293448.0,603097.0,591393.0,FRF1,60087.65
France,alsace,2017,0.285,1.2,0.673,0.29875,1.2074999999999998,0.285,1.2,0.673,0.419,0.143,1.21,0.66,REM,The Republic Onwards!,La Republique En Marche!,5857.0,169161.0,1293448.0,603097.0,591393.0,FRF1,60087.65
France,alsace,2017,0.285,1.2,0.673,0.29875,1.2074999999999998,0.285,1.2,0.673,0.419,0.143,1.21,0.66,UDI,Union of Democrats and Independents,Union des democrates et independants,3229.0,12492.0,1293448.0,603097.0,591393.0,FRF1,60087.65
France,aquitaine,2012,0.322,1.14,0.61,0.3198999999999999,1.116,0.322,1.14,0.61,0.44,0.102,1.13,0.6589,AUT,other,other,1898.0,3876.0,2347311.0,1435241.0,1409181.0,FRI1,93303.94
France,aquitaine,2012,0.322,1.14,0.61,0.3198999999999999,1.116,0.322,1.14,0.61,0.44,0.102,1.13,0.6589,CEN,,,,52902.0,2347311.0,1435241.0,1409181.0,FRI1,93303.94
France,aquitaine,2012,0.322,1.14,0.61,0.3198999999999999,1.116,0.322,1.14,0.61,0.44,0.102,1.13,0.6589,ECO,Ecology Today,Aujour'hui l'Ecologie,5953.0,2515.0,2347311.0,1435241.0,1409181.0,FRI1,93303.94
France,aquitaine,2012,0.322,1.14,0.61,0.3198999999999999,1.116,0.322,1.14,0.61,0.44,0.102,1.13,0.6589,FG,Left Front,Front de Gauche,4363.0,100696.0,2347311.0,1435241.0,1409181.0,FRI1,93303.94
France,aquitaine,2012,0.322,1.14,0.61,0.3198999999999999,1.116,0.322,1.14,0.61,0.44,0.102,1.13,0.6589,FN,National Front / National Rally,Front National / Rassemblement national,433.0,157352.0,2347311.0,1435241.0,1409181.0,FRI1,93303.94
France,aquitaine,2012,0.322,1.14,0.61,0.3198999999999999,1.116,0.322,1.14,0.61,0.44,0.102,1.13,0.6589,NCE,New Centre,Nouveau centre,1255.0,30721.0,2347311.0,1435241.0,1409181.0,FRI1,93303.94
France,aquitaine,2012,0.322,1.14,0.61,0.3198999999999999,1.116,0.322,1.14,0.61,0.44,0.102,1.13,0.6589,OTHER,,,,19931.0,2347311.0,1435241.0,1409181.0,FRI1,93303.94
France,aquitaine,2012,0.322,1.14,0.61,0.3198999999999999,1.116,0.322,1.14,0.61,0.44,0.102,1.13,0.6589,OTHER FAR-LEFT,other far-left,extreme gauche,1594.0,7834.0,2347311.0,1435241.0,1409181.0,FRI1,93303.94
France,aquitaine,2012,0.322,1.14,0.61,0.3198999999999999,1.116,0.322,1.14,0.61,0.44,0.102,1.13,0.6589,OTHER LEFT,other left,divers gauche,126.0,18967.0,2347311.0,1435241.0,1409181.0,FRI1,93303.94
France,aquitaine,2012,0.322,1.14,0.61,0.3198999999999999,1.116,0.322,1.14,0.61,0.44,0.102,1.13,0.6589,OTHER RIGHT,other right,divers droite,1776.0,29655.0,2347311.0,1435241.0,1409181.0,FRI1,93303.94
France,aquitaine,2012,0.322,1.14,0.61,0.3198999999999999,1.116,0.322,1.14,0.61,0.44,0.102,1.13,0.6589,PRG,Radical Party of the Left,Parti radical de gauche,1783.0,0.0,2347311.0,1435241.0,1409181.0,FRI1,93303.94
France,aquitaine,2012,0.322,1.14,0.61,0.3198999999999999,1.116,0.322,1.14,0.61,0.44,0.102,1.13,0.6589,PRV,Radical [Socialist] Party,Parti radical [socialiste],14.0,20751.0,2347311.0,1435241.0,1409181.0,FRI1,93303.94
France,aquitaine,2012,0.322,1.14,0.61,0.3198999999999999,1.116,0.322,1.14,0.61,0.44,0.102,1.13,0.6589,PS,Socialist Party,Parti socialiste,1478.0,565588.0,2347311.0,1435241.0,1409181.0,FRI1,93303.94
France,aquitaine,2012,0.322,1.14,0.61,0.3198999999999999,1.116,0.322,1.14,0.61,0.44,0.102,1.13,0.6589,REG,,,2536.0,14514.0,2347311.0,1435241.0,1409181.0,FRI1,93303.94
France,aquitaine,2012,0.322,1.14,0.61,0.3198999999999999,1.116,0.322,1.14,0.61,0.44,0.102,1.13,0.6589,UMP,,,1595.0,313674.0,2347311.0,1435241.0,1409181.0,FRI1,93303.94
France,aquitaine,2012,0.322,1.14,0.61,0.3198999999999999,1.116,0.322,1.14,0.61,0.44,0.102,1.13,0.6589,VEC,Europe Ecology - The Greens,Europe Ecologie - Les Verts,5650.0,70205.0,2347311.0,1435241.0,1409181.0,FRI1,93303.94
France,aquitaine,2017,0.288,1.12,0.636,0.3145833333333333,1.1166666666666667,0.288,1.12,0.636,0.458,0.113,1.12,0.6550833333333334,DIV,other,other,1898.0,14299.0,2453490.0,1304508.0,1274495.0,FRI1,102694.29
France,aquitaine,2017,0.288,1.12,0.636,0.3145833333333333,1.1166666666666667,0.288,1.12,0.636,0.458,0.113,1.12,0.6550833333333334,DLF,,,3207.0,15088.0,2453490.0,1304508.0,1274495.0,FRI1,102694.29
France,aquitaine,2017,0.288,1.12,0.636,0.3145833333333333,1.1166666666666667,0.288,1.12,0.636,0.458,0.113,1.12,0.6550833333333334,ECO,Ecology Today,Aujour'hui l'Ecologie,5953.0,52639.0,2453490.0,1304508.0,1274495.0,FRI1,102694.29
France,aquitaine,2017,0.288,1.12,0.636,0.3145833333333333,1.1166666666666667,0.288,1.12,0.636,0.458,0.113,1.12,0.6550833333333334,FI,Unbowed France,La France Insoumise,5858.0,156739.0,2453490.0,1304508.0,1274495.0,FRI1,102694.29
France,aquitaine,2017,0.288,1.12,0.636,0.3145833333333333,1.1166666666666667,0.288,1.12,0.636,0.458,0.113,1.12,0.6550833333333334,FN,National Front / National Rally,Front National / Rassemblement national,433.0,144878.0,2453490.0,1304508.0,1274495.0,FRI1,102694.29
France,aquitaine,2017,0.288,1.12,0.636,0.3145833333333333,1.1166666666666667,0.288,1.12,0.636,0.458,0.113,1.12,0.6550833333333334,LR,Union for a Popular Movement,Union pour un mouvement populaire,8168.0,144804.0,2453490.0,1304508.0,1274495.0,FRI1,102694.29
France,aquitaine,2017,0.288,1.12,0.636,0.3145833333333333,1.1166666666666667,0.288,1.12,0.636,0.458,0.113,1.12,0.6550833333333334,MDM,,,,119746.0,2453490.0,1304508.0,1274495.0,FRI1,102694.29
France,aquitaine,2017,0.288,1.12,0.636,0.3145833333333333,1.1166666666666667,0.288,1.12,0.636,0.458,0.113,1.12,0.6550833333333334,OTHER,,,,10125.0,2453490.0,1304508.0,1274495.0,FRI1,102694.29
France,aquitaine,2017,0.288,1.12,0.636,0.3145833333333333,1.1166666666666667,0.288,1.12,0.636,0.458,0.113,1.12,0.6550833333333334,OTHER LEFT,other left,divers gauche,126.0,7559.0,2453490.0,1304508.0,1274495.0,FRI1,102694.29
France,aquitaine,2017,0.288,1.12,0.636,0.3145833333333333,1.1166666666666667,0.288,1.12,0.636,0.458,0.113,1.12,0.6550833333333334,OTHER RIGHT,other right,divers droite,1776.0,28020.0,2453490.0,1304508.0,1274495.0,FRI1,102694.29
France,aquitaine,2017,0.288,1.12,0.636,0.3145833333333333,1.1166666666666667,0.288,1.12,0.636,0.458,0.113,1.12,0.6550833333333334,PCF,French Communist Party,Parti communiste francaise,1251.0,31236.0,2453490.0,1304508.0,1274495.0,FRI1,102694.29
France,aquitaine,2017,0.288,1.12,0.636,0.3145833333333333,1.1166666666666667,0.288,1.12,0.636,0.458,0.113,1.12,0.6550833333333334,PS,Socialist Party,Parti socialiste,1478.0,160513.0,2453490.0,1304508.0,1274495.0,FRI1,102694.29
France,aquitaine,2017,0.288,1.12,0.636,0.3145833333333333,1.1166666666666667,0.288,1.12,0.636,0.458,0.113,1.12,0.6550833333333334,REG,,,2536.0,17450.0,2453490.0,1304508.0,1274495.0,FRI1,102694.29
France,aquitaine,2017,0.288,1.12,0.636,0.3145833333333333,1.1166666666666667,0.288,1.12,0.636,0.458,0.113,1.12,0.6550833333333334,REM,The Republic Onwards!,La Republique En Marche!,5857.0,337091.0,2453490.0,1304508.0,1274495.0,FRI1,102694.29
France,aquitaine,2017,0.288,1.12,0.636,0.3145833333333333,1.1166666666666667,0.288,1.12,0.636,0.458,0.113,1.12,0.6550833333333334,UDI,Union of Democrats and Independents,Union des democrates et independants,3229.0,34308.0,2453490.0,1304508.0,1274495.0,FRI1,102694.29
France,ardenne,2012,0.308,1.38,0.578,0.3153,1.28,0.308,1.38,0.578,0.429,0.0798,1.07,0.6131,CEN,,,,5332.0,921606.0,530522.0,523398.0,FRF2,36748.88
France,ardenne,2012,0.308,1.38,0.578,0.3153,1.28,0.308,1.38,0.578,0.429,0.0798,1.07,0.6131,ECO,Ecology Today,Aujour'hui l'Ecologie,5953.0,6606.0,921606.0,530522.0,523398.0,FRF2,36748.88
France,ardenne,2012,0.308,1.38,0.578,0.3153,1.28,0.308,1.38,0.578,0.429,0.0798,1.07,0.6131,FG,Left Front,Front de Gauche,4363.0,22279.0,921606.0,530522.0,523398.0,FRF2,36748.88
France,ardenne,2012,0.308,1.38,0.578,0.3153,1.28,0.308,1.38,0.578,0.429,0.0798,1.07,0.6131,FN,National Front / National Rally,Front National / Rassemblement national,433.0,86805.0,921606.0,530522.0,523398.0,FRF2,36748.88
France,ardenne,2012,0.308,1.38,0.578,0.3153,1.28,0.308,1.38,0.578,0.429,0.0798,1.07,0.6131,NCE,New Centre,Nouveau centre,1255.0,22427.0,921606.0,530522.0,523398.0,FRF2,36748.88
France,ardenne,2012,0.308,1.38,0.578,0.3153,1.28,0.308,1.38,0.578,0.429,0.0798,1.07,0.6131,OTHER,,,,2723.0,921606.0,530522.0,523398.0,FRF2,36748.88
France,ardenne,2012,0.308,1.38,0.578,0.3153,1.28,0.308,1.38,0.578,0.429,0.0798,1.07,0.6131,OTHER FAR-LEFT,other far-left,extreme gauche,1594.0,4192.0,921606.0,530522.0,523398.0,FRF2,36748.88
France,ardenne,2012,0.308,1.38,0.578,0.3153,1.28,0.308,1.38,0.578,0.429,0.0798,1.07,0.6131,OTHER LEFT,other left,divers gauche,126.0,7381.0,921606.0,530522.0,523398.0,FRF2,36748.88
France,ardenne,2012,0.308,1.38,0.578,0.3153,1.28,0.308,1.38,0.578,0.429,0.0798,1.07,0.6131,OTHER RIGHT,other right,divers droite,1776.0,11201.0,921606.0,530522.0,523398.0,FRF2,36748.88
France,ardenne,2012,0.308,1.38,0.578,0.3153,1.28,0.308,1.38,0.578,0.429,0.0798,1.07,0.6131,PRG,Radical Party of the Left,Parti radical de gauche,1783.0,10703.0,921606.0,530522.0,523398.0,FRF2,36748.88
France,ardenne,2012,0.308,1.38,0.578,0.3153,1.28,0.308,1.38,0.578,0.429,0.0798,1.07,0.6131,PRV,Radical [Socialist] Party,Parti radical [socialiste],14.0,153.0,921606.0,530522.0,523398.0,FRF2,36748.88
France,ardenne,2012,0.308,1.38,0.578,0.3153,1.28,0.308,1.38,0.578,0.429,0.0798,1.07,0.6131,PS,Socialist Party,Parti socialiste,1478.0,122460.0,921606.0,530522.0,523398.0,FRF2,36748.88
France,ardenne,2012,0.308,1.38,0.578,0.3153,1.28,0.308,1.38,0.578,0.429,0.0798,1.07,0.6131,UMP,,,1595.0,189954.0,921606.0,530522.0,523398.0,FRF2,36748.88
France,ardenne,2012,0.308,1.38,0.578,0.3153,1.28,0.308,1.38,0.578,0.429,0.0798,1.07,0.6131,VEC,Europe Ecology - The Greens,Europe Ecologie - Les Verts,5650.0,31182.0,921606.0,530522.0,523398.0,FRF2,36748.88
France,ardenne,2017,0.292,1.22,0.622,0.3114166666666667,1.27,0.292,1.22,0.622,0.437,0.0956,1.19,0.6145833333333334,DIV,other,other,1898.0,14465.0,913771.0,442560.0,434304.0,FRF2,38115.95
France,ardenne,2017,0.292,1.22,0.622,0.3114166666666667,1.27,0.292,1.22,0.622,0.437,0.0956,1.19,0.6145833333333334,DLF,,,3207.0,4442.0,913771.0,442560.0,434304.0,FRF2,38115.95
France,ardenne,2017,0.292,1.22,0.622,0.3114166666666667,1.27,0.292,1.22,0.622,0.437,0.0956,1.19,0.6145833333333334,ECO,Ecology Today,Aujour'hui l'Ecologie,5953.0,12493.0,913771.0,442560.0,434304.0,FRF2,38115.95
France,ardenne,2017,0.292,1.22,0.622,0.3114166666666667,1.27,0.292,1.22,0.622,0.437,0.0956,1.19,0.6145833333333334,FI,Unbowed France,La France Insoumise,5858.0,39484.0,913771.0,442560.0,434304.0,FRF2,38115.95
France,ardenne,2017,0.292,1.22,0.622,0.3114166666666667,1.27,0.292,1.22,0.622,0.437,0.0956,1.19,0.6145833333333334,FN,National Front / National Rally,Front National / Rassemblement national,433.0,90123.0,913771.0,442560.0,434304.0,FRF2,38115.95
France,ardenne,2017,0.292,1.22,0.622,0.3114166666666667,1.27,0.292,1.22,0.622,0.437,0.0956,1.19,0.6145833333333334,LR,Union for a Popular Movement,Union pour un mouvement populaire,8168.0,108020.0,913771.0,442560.0,434304.0,FRF2,38115.95
France,ardenne,2017,0.292,1.22,0.622,0.3114166666666667,1.27,0.292,1.22,0.622,0.437,0.0956,1.19,0.6145833333333334,MDM,,,,10180.0,913771.0,442560.0,434304.0,FRF2,38115.95
France,ardenne,2017,0.292,1.22,0.622,0.3114166666666667,1.27,0.292,1.22,0.622,0.437,0.0956,1.19,0.6145833333333334,OTHER,,,,3970.0,913771.0,442560.0,434304.0,FRF2,38115.95
